Perioden;Benzine;Diesel;Lpg
2007 donderdag 12 juli;1,469;1,067;0,515
2007 vrijdag 13 juli;1,468;1,067;0,515
2007 zaterdag 14 juli;1,465;1,068;0,515
2007 zondag 15 juli;1,465;1,069;0,516
2007 maandag 16 juli;1,465;1,068;0,514
2007 dinsdag 17 juli;1,457;1,068;0,513
2007 woensdag 18 juli;1,444;1,067;0,515
2007 donderdag 19 juli;1,432;1,063;0,52
2007 vrijdag 20 juli;1,435;1,066;0,518
2007 zaterdag 21 juli;1,435;1,067;0,514
2007 zondag 22 juli;1,435;1,067;0,516
2007 maandag 23 juli;1,434;1,066;0,517
2007 dinsdag 24 juli;1,431;1,067;0,518
2007 woensdag 25 juli;1,421;1,061;0,521
2007 donderdag 26 juli;1,414;1,06;0,52
2007 vrijdag 27 juli;1,416;1,062;0,521
2007 zaterdag 28 juli;1,415;1,063;0,52
2007 zondag 29 juli;1,414;1,062;0,521
2007 maandag 30 juli;1,414;1,062;0,521
2007 dinsdag 31 juli;1,414;1,064;0,522
2007 woensdag 1 augustus;1,415;1,066;0,526
2007 donderdag 2 augustus;1,419;1,068;0,527
2007 vrijdag 3 augustus;1,419;1,066;0,525
2007 zaterdag 4 augustus;1,419;1,067;0,523
2007 zondag 5 augustus;1,416;1,067;0,524
2007 maandag 6 augustus;1,418;1,067;0,526
2007 dinsdag 7 augustus;1,413;1,06;0,526
2007 woensdag 8 augustus;1,404;1,049;0,532
2007 donderdag 9 augustus;1,402;1,045;0,532
2007 vrijdag 10 augustus;1,401;1,046;0,537
2007 zaterdag 11 augustus;1,401;1,046;0,534
2007 zondag 12 augustus;1,401;1,046;0,537
2007 maandag 13 augustus;1,402;1,047;0,533
2007 dinsdag 14 augustus;1,403;1,047;0,535
2007 woensdag 15 augustus;1,402;1,047;0,531
2007 donderdag 16 augustus;1,407;1,05;0,531
2007 vrijdag 17 augustus;1,411;1,051;0,531
2007 zaterdag 18 augustus;1,413;1,051;0,528
2007 zondag 19 augustus;1,413;1,051;0,531
2007 maandag 20 augustus;1,414;1,051;0,53
2007 dinsdag 21 augustus;1,411;1,049;0,53
2007 woensdag 22 augustus;1,408;1,049;0,53
2007 donderdag 23 augustus;1,403;1,049;0,53
2007 vrijdag 24 augustus;1,4;1,048;0,529
2007 zaterdag 25 augustus;1,399;1,047;0,526
2007 zondag 26 augustus;1,4;1,048;0,53
2007 maandag 27 augustus;1,401;1,047;0,53
2007 dinsdag 28 augustus;1,401;1,047;0,53
2007 woensdag 29 augustus;1,406;1,048;0,531
2007 donderdag 30 augustus;1,41;1,049;0,533
2007 vrijdag 31 augustus;1,421;1,055;0,531
2007 zaterdag 1 september;1,422;1,056;0,529
2007 zondag 2 september;1,423;1,057;0,532
2007 maandag 3 september;1,424;1,058;0,531
2007 dinsdag 4 september;1,428;1,061;0,531
2007 woensdag 5 september;1,429;1,063;0,533
2007 donderdag 6 september;1,433;1,066;0,534
2007 vrijdag 7 september;1,434;1,067;0,532
2007 zaterdag 8 september;1,43;1,073;0,532
2007 zondag 9 september;1,432;1,075;0,533
2007 maandag 10 september;1,431;1,076;0,533
2007 dinsdag 11 september;1,425;1,079;0,53
2007 woensdag 12 september;1,419;1,081;0,538
2007 donderdag 13 september;1,416;1,084;0,543
2007 vrijdag 14 september;1,417;1,084;0,542
2007 zaterdag 15 september;1,422;1,088;0,547
2007 zondag 16 september;1,421;1,087;0,543
2007 maandag 17 september;1,422;1,088;0,543
2007 dinsdag 18 september;1,423;1,089;0,541
2007 woensdag 19 september;1,429;1,092;0,547
2007 donderdag 20 september;1,429;1,094;0,545
2007 vrijdag 21 september;1,426;1,091;0,547
2007 zaterdag 22 september;1,426;1,091;0,544
2007 zondag 23 september;1,427;1,093;0,545
2007 maandag 24 september;1,428;1,093;0,547
2007 dinsdag 25 september;1,425;1,094;0,546
2007 woensdag 26 september;1,422;1,094;0,548
2007 donderdag 27 september;1,419;1,091;0,55
2007 vrijdag 28 september;1,414;1,089;0,555
2007 zaterdag 29 september;1,412;1,09;0,557
2007 zondag 30 september;1,413;1,09;0,554
2007 maandag 1 oktober;1,413;1,09;0,559
2007 dinsdag 2 oktober;1,408;1,089;0,562
2007 woensdag 3 oktober;1,397;1,081;0,565
2007 donderdag 4 oktober;1,395;1,08;0,566
2007 vrijdag 5 oktober;1,395;1,079;0,567
2007 zaterdag 6 oktober;1,402;1,083;0,568
2007 zondag 7 oktober;1,401;1,083;0,564
2007 maandag 8 oktober;1,402;1,084;0,567
2007 dinsdag 9 oktober;1,406;1,085;0,565
2007 woensdag 10 oktober;1,406;1,081;0,572
2007 donderdag 11 oktober;1,406;1,08;0,571
2007 vrijdag 12 oktober;1,406;1,081;0,569
2007 zaterdag 13 oktober;1,408;1,083;0,574
2007 zondag 14 oktober;1,407;1,083;0,571
2007 maandag 15 oktober;1,408;1,084;0,57
2007 dinsdag 16 oktober;1,409;1,085;0,572
2007 woensdag 17 oktober;1,42;1,097;0,579
2007 donderdag 18 oktober;1,424;1,099;0,584
2007 vrijdag 19 oktober;1,426;1,098;0,581
2007 zaterdag 20 oktober;1,428;1,103;0,578
2007 zondag 21 oktober;1,427;1,102;0,579
2007 maandag 22 oktober;1,428;1,103;0,581
2007 dinsdag 23 oktober;1,426;1,104;0,58
2007 woensdag 24 oktober;1,423;1,105;0,582
2007 donderdag 25 oktober;1,423;1,105;0,585
2007 vrijdag 26 oktober;1,424;1,106;0,584
2007 zaterdag 27 oktober;1,438;1,116;0,584
2007 zondag 28 oktober;1,437;1,117;0,586
2007 maandag 29 oktober;1,437;1,117;0,583
2007 dinsdag 30 oktober;1,445;1,122;0,587
2007 woensdag 31 oktober;1,452;1,128;0,586
2007 donderdag 1 november;1,456;1,133;0,588
2007 vrijdag 2 november;1,474;1,151;0,586
2007 zaterdag 3 november;1,477;1,162;0,584
2007 zondag 4 november;1,478;1,162;0,588
2007 maandag 5 november;1,477;1,163;0,587
2007 dinsdag 6 november;1,477;1,182;0,588
2007 woensdag 7 november;1,478;1,199;0,593
2007 donderdag 8 november;1,479;1,205;0,597
2007 vrijdag 9 november;1,479;1,206;0,596
2007 zaterdag 10 november;1,478;1,2;0,596
2007 zondag 11 november;1,478;1,199;0,597
2007 maandag 12 november;1,477;1,199;0,594
2007 dinsdag 13 november;1,477;1,197;0,598
2007 woensdag 14 november;1,473;1,187;0,6
2007 donderdag 15 november;1,469;1,181;0,606
2007 vrijdag 16 november;1,466;1,18;0,61
2007 zaterdag 17 november;1,462;1,182;0,61
2007 zondag 18 november;1,463;1,182;0,606
2007 maandag 19 november;1,463;1,182;0,61
2007 dinsdag 20 november;1,462;1,183;0,612
2007 woensdag 21 november;1,462;1,186;0,616
2007 donderdag 22 november;1,464;1,199;0,621
2007 vrijdag 23 november;1,464;1,199;0,62
2007 zaterdag 24 november;1,463;1,197;0,619
2007 zondag 25 november;1,463;1,197;0,618
2007 maandag 26 november;1,462;1,197;0,619
2007 dinsdag 27 november;1,462;1,196;0,619
2007 woensdag 28 november;1,459;1,192;0,628
2007 donderdag 29 november;1,458;1,192;0,632
2007 vrijdag 30 november;1,451;1,188;0,633
2007 zaterdag 1 december;1,441;1,177;0,632
2007 zondag 2 december;1,441;1,175;0,632
2007 maandag 3 december;1,44;1,175;0,632
2007 dinsdag 4 december;1,433;1,162;0,633
2007 woensdag 5 december;1,431;1,153;0,632
2007 donderdag 6 december;1,431;1,151;0,632
2007 vrijdag 7 december;1,43;1,137;0,635
2007 zaterdag 8 december;1,437;1,135;0,633
2007 zondag 9 december;1,436;1,135;0,631
2007 maandag 10 december;1,436;1,135;0,634
2007 dinsdag 11 december;1,436;1,133;0,63
2007 woensdag 12 december;1,434;1,128;0,626
2007 donderdag 13 december;1,434;1,127;0,628
2007 vrijdag 14 december;1,452;1,142;0,629
2007 zaterdag 15 december;1,457;1,154;0,629
2007 zondag 16 december;1,457;1,154;0,63
2007 maandag 17 december;1,457;1,155;0,625
2007 dinsdag 18 december;1,457;1,156;0,627
2007 woensdag 19 december;1,458;1,157;0,622
2007 donderdag 20 december;1,455;1,153;0,627
2007 vrijdag 21 december;1,456;1,155;0,626
2007 zaterdag 22 december;1,454;1,158;0,629
2007 zondag 23 december;1,455;1,157;0,625
2007 maandag 24 december;1,455;1,157;0,627
2007 dinsdag 25 december;1,454;1,156;0,628
2007 woensdag 26 december;1,455;1,157;0,624
2007 donderdag 27 december;1,455;1,157;0,628
2007 vrijdag 28 december;1,459;1,158;0,629
2007 zaterdag 29 december;1,47;1,161;0,63
2007 zondag 30 december;1,468;1,161;0,628
2007 maandag 31 december;1,471;1,161;0,631
2008 dinsdag 1 januari;1,48;1,165;0,629
2008 woensdag 2 januari;1,483;1,166;0,63
2008 donderdag 3 januari;1,489;1,169;0,629
2008 vrijdag 4 januari;1,496;1,172;0,632
2008 zaterdag 5 januari;1,5;1,173;0,63
2008 zondag 6 januari;1,499;1,173;0,63
2008 maandag 7 januari;1,499;1,173;0,63
2008 dinsdag 8 januari;1,497;1,17;0,628
2008 woensdag 9 januari;1,492;1,167;0,63
2008 donderdag 10 januari;1,491;1,165;0,63
2008 vrijdag 11 januari;1,483;1,158;0,631
2008 zaterdag 12 januari;1,469;1,145;0,632
2008 zondag 13 januari;1,468;1,143;0,631
2008 maandag 14 januari;1,468;1,143;0,631
2008 dinsdag 15 januari;1,462;1,14;0,629
2008 woensdag 16 januari;1,458;1,138;0,627
2008 donderdag 17 januari;1,448;1,133;0,624
2008 vrijdag 18 januari;1,447;1,133;0,621
2008 zaterdag 19 januari;1,445;1,132;0,621
2008 zondag 20 januari;1,444;1,131;0,623
2008 maandag 21 januari;1,444;1,132;0,622
2008 dinsdag 22 januari;1,444;1,132;0,62
2008 woensdag 23 januari;1,439;1,127;0,615
2008 donderdag 24 januari;1,437;1,125;0,616
2008 vrijdag 25 januari;1,438;1,124;0,617
2008 zaterdag 26 januari;1,443;1,13;0,617
2008 zondag 27 januari;1,444;1,13;0,614
2008 maandag 28 januari;1,444;1,131;0,617
2008 dinsdag 29 januari;1,447;1,13;0,617
2008 woensdag 30 januari;1,448;1,136;0,609
2008 donderdag 31 januari;1,449;1,137;0,608
2008 vrijdag 1 februari;1,45;1,138;0,608
2008 zaterdag 2 februari;1,447;1,134;0,609
2008 zondag 3 februari;1,447;1,133;0,609
2008 maandag 4 februari;1,446;1,134;0,607
2008 dinsdag 5 februari;1,439;1,128;0,607
2008 woensdag 6 februari;1,437;1,126;0,605
2008 donderdag 7 februari;1,436;1,127;0,605
2008 vrijdag 8 februari;1,436;1,126;0,606
2008 zaterdag 9 februari;1,449;1,141;0,603
2008 zondag 10 februari;1,448;1,142;0,604
2008 maandag 11 februari;1,447;1,142;0,602
2008 dinsdag 12 februari;1,463;1,155;0,602
2008 woensdag 13 februari;1,473;1,17;0,602
2008 donderdag 14 februari;1,474;1,172;0,601
2008 vrijdag 15 februari;1,48;1,18;0,6
2008 zaterdag 16 februari;1,487;1,182;0,599
2008 zondag 17 februari;1,487;1,182;0,601
2008 maandag 18 februari;1,487;1,182;0,599
2008 dinsdag 19 februari;1,492;1,186;0,602
2008 woensdag 20 februari;1,5;1,197;0,6
2008 donderdag 21 februari;1,504;1,202;0,6
2008 vrijdag 22 februari;1,506;1,202;0,6
2008 zaterdag 23 februari;1,505;1,204;0,602
2008 zondag 24 februari;1,504;1,203;0,599
2008 maandag 25 februari;1,504;1,204;0,599
2008 dinsdag 26 februari;1,504;1,205;0,599
2008 woensdag 27 februari;1,502;1,205;0,601
2008 donderdag 28 februari;1,503;1,205;0,604
2008 vrijdag 29 februari;1,498;1,202;0,605
2008 zaterdag 1 maart;1,492;1,204;0,604
2008 zondag 2 maart;1,492;1,204;0,603
2008 maandag 3 maart;1,491;1,204;0,601
2008 dinsdag 4 maart;1,489;1,207;0,605
2008 woensdag 5 maart;1,49;1,219;0,603
2008 donderdag 6 maart;1,486;1,227;0,605
2008 vrijdag 7 maart;1,486;1,241;0,606
2008 zaterdag 8 maart;1,484;1,243;0,603
2008 zondag 9 maart;1,483;1,242;0,603
2008 maandag 10 maart;1,484;1,243;0,605
2008 dinsdag 11 maart;1,485;1,244;0,605
2008 woensdag 12 maart;1,486;1,252;0,6
2008 donderdag 13 maart;1,486;1,254;0,601
2008 vrijdag 14 maart;1,485;1,255;0,602
2008 zaterdag 15 maart;1,483;1,258;0,602
2008 zondag 16 maart;1,482;1,257;0,596
2008 maandag 17 maart;1,481;1,258;0,6
2008 dinsdag 18 maart;1,481;1,258;0,599
2008 woensdag 19 maart;1,465;1,25;0,598
2008 donderdag 20 maart;1,459;1,243;0,599
2008 vrijdag 21 maart;1,454;1,23;0,602
2008 zaterdag 22 maart;1,456;1,225;0,598
2008 zondag 23 maart;1,455;1,224;0,598
2008 maandag 24 maart;1,456;1,224;0,599
2008 dinsdag 25 maart;1,456;1,224;0,6
2008 woensdag 26 maart;1,462;1,213;0,597
2008 donderdag 27 maart;1,472;1,203;0,592
2008 vrijdag 28 maart;1,481;1,209;0,592
2008 zaterdag 29 maart;1,491;1,225;0,591
2008 zondag 30 maart;1,491;1,226;0,588
2008 maandag 31 maart;1,491;1,227;0,589
2008 dinsdag 1 april;1,493;1,228;0,588
2008 woensdag 2 april;1,491;1,218;0,588
2008 donderdag 3 april;1,49;1,214;0,59
2008 vrijdag 4 april;1,494;1,216;0,588
2008 zaterdag 5 april;1,502;1,22;0,586
2008 zondag 6 april;1,501;1,219;0,589
2008 maandag 7 april;1,503;1,22;0,591
2008 dinsdag 8 april;1,507;1,23;0,589
2008 woensdag 9 april;1,507;1,241;0,588
2008 donderdag 10 april;1,507;1,241;0,587
2008 vrijdag 11 april;1,51;1,256;0,584
2008 zaterdag 12 april;1,51;1,256;0,583
2008 zondag 13 april;1,51;1,256;0,583
2008 maandag 14 april;1,51;1,258;0,588
2008 dinsdag 15 april;1,511;1,258;0,588
2008 woensdag 16 april;1,512;1,264;0,589
2008 donderdag 17 april;1,511;1,27;0,59
2008 vrijdag 18 april;1,52;1,274;0,59
2008 zaterdag 19 april;1,526;1,277;0,586
2008 zondag 20 april;1,526;1,277;0,588
2008 maandag 21 april;1,526;1,277;0,591
2008 dinsdag 22 april;1,53;1,278;0,588
2008 woensdag 23 april;1,528;1,278;0,588
2008 donderdag 24 april;1,53;1,277;0,587
2008 vrijdag 25 april;1,537;1,284;0,587
2008 zaterdag 26 april;1,54;1,299;0,59
2008 zondag 27 april;1,541;1,301;0,589
2008 maandag 28 april;1,541;1,302;0,59
2008 dinsdag 29 april;1,547;1,309;0,594
2008 woensdag 30 april;1,544;1,314;0,594
2008 donderdag 1 mei;1,543;1,314;0,589
2008 vrijdag 2 mei;1,544;1,314;0,591
2008 zaterdag 3 mei;1,532;1,302;0,593
2008 zondag 4 mei;1,531;1,302;0,593
2008 maandag 5 mei;1,531;1,302;0,592
2008 dinsdag 6 mei;1,53;1,298;0,596
2008 woensdag 7 mei;1,546;1,302;0,603
2008 donderdag 8 mei;1,553;1,312;0,603
2008 vrijdag 9 mei;1,56;1,327;0,603
2008 zaterdag 10 mei;1,57;1,352;0,606
2008 zondag 11 mei;1,57;1,352;0,607
2008 maandag 12 mei;1,571;1,352;0,607
2008 dinsdag 13 mei;1,571;1,354;0,606
2008 woensdag 14 mei;1,571;1,36;0,61
2008 donderdag 15 mei;1,575;1,383;0,617
2008 vrijdag 16 mei;1,578;1,395;0,619
2008 zaterdag 17 mei;1,579;1,396;0,619
2008 zondag 18 mei;1,578;1,396;0,621
2008 maandag 19 mei;1,579;1,397;0,619
2008 dinsdag 20 mei;1,578;1,398;0,619
2008 woensdag 21 mei;1,578;1,395;0,621
2008 donderdag 22 mei;1,58;1,398;0,625
2008 vrijdag 23 mei;1,603;1,423;0,626
2008 zaterdag 24 mei;1,608;1,431;0,622
2008 zondag 25 mei;1,608;1,431;0,621
2008 maandag 26 mei;1,609;1,432;0,623
2008 dinsdag 27 mei;1,608;1,437;0,626
2008 woensdag 28 mei;1,609;1,437;0,621
2008 donderdag 29 mei;1,605;1,428;0,62
2008 vrijdag 30 mei;1,609;1,422;0,624
2008 zaterdag 31 mei;1,611;1,405;0,623
2008 zondag 1 juni;1,611;1,402;0,624
2008 maandag 2 juni;1,611;1,403;0,623
2008 dinsdag 3 juni;1,609;1,386;0,625
2008 woensdag 4 juni;1,61;1,381;0,623
2008 donderdag 5 juni;1,611;1,381;0,624
2008 vrijdag 6 juni;1,602;1,372;0,621
2008 zaterdag 7 juni;1,615;1,389;0,623
2008 zondag 8 juni;1,614;1,389;0,618
2008 maandag 9 juni;1,616;1,389;0,623
2008 dinsdag 10 juni;1,633;1,409;0,623
2008 woensdag 11 juni;1,637;1,42;0,623
2008 donderdag 12 juni;1,635;1,419;0,621
2008 vrijdag 13 juni;1,634;1,415;0,622
2008 zaterdag 14 juni;1,641;1,416;0,628
2008 zondag 15 juni;1,642;1,418;0,633
2008 maandag 16 juni;1,644;1,42;0,629
2008 dinsdag 17 juni;1,643;1,416;0,631
2008 woensdag 18 juni;1,634;1,407;0,634
2008 donderdag 19 juni;1,632;1,403;0,639
2008 vrijdag 20 juni;1,633;1,4;0,639
2008 zaterdag 21 juni;1,631;1,394;0,638
2008 zondag 22 juni;1,631;1,393;0,639
2008 maandag 23 juni;1,631;1,393;0,643
2008 dinsdag 24 juni;1,636;1,394;0,64
2008 woensdag 25 juni;1,636;1,395;0,643
2008 donderdag 26 juni;1,635;1,393;0,641
2008 vrijdag 27 juni;1,627;1,388;0,641
2008 zaterdag 28 juni;1,631;1,395;0,647
2008 zondag 29 juni;1,631;1,394;0,648
2008 maandag 30 juni;1,63;1,396;0,647
2008 dinsdag 1 juli;1,633;1,428;0,663
2008 woensdag 2 juli;1,638;1,435;0,669
2008 donderdag 3 juli;1,638;1,436;0,666
2008 vrijdag 4 juli;1,64;1,452;0,664
2008 zaterdag 5 juli;1,644;1,459;0,667
2008 zondag 6 juli;1,643;1,459;0,664
2008 maandag 7 juli;1,643;1,461;0,667
2008 dinsdag 8 juli;1,643;1,46;0,672
2008 woensdag 9 juli;1,635;1,444;0,675
2008 donderdag 10 juli;1,631;1,439;0,675
2008 vrijdag 11 juli;1,625;1,433;0,677
2008 zaterdag 12 juli;1,641;1,452;0,679
2008 zondag 13 juli;1,64;1,452;0,676
2008 maandag 14 juli;1,642;1,454;0,678
2008 dinsdag 15 juli;1,641;1,454;0,677
2008 woensdag 16 juli;1,642;1,457;0,676
2008 donderdag 17 juli;1,631;1,448;0,68
2008 vrijdag 18 juli;1,619;1,436;0,68
2008 zaterdag 19 juli;1,608;1,419;0,68
2008 zondag 20 juli;1,607;1,418;0,679
2008 maandag 21 juli;1,605;1,417;0,675
2008 dinsdag 22 juli;1,598;1,41;0,678
2008 woensdag 23 juli;1,593;1,404;0,674
2008 donderdag 24 juli;1,579;1,393;0,671
2008 vrijdag 25 juli;1,57;1,381;0,673
2008 zaterdag 26 juli;1,564;1,374;0,668
2008 zondag 27 juli;1,564;1,374;0,669
2008 maandag 28 juli;1,564;1,374;0,669
2008 dinsdag 29 juli;1,563;1,371;0,666
2008 woensdag 30 juli;1,563;1,37;0,66
2008 donderdag 31 juli;1,555;1,363;0,662
2008 vrijdag 1 augustus;1,556;1,363;0,659
2008 zaterdag 2 augustus;1,551;1,354;0,654
2008 zondag 3 augustus;1,551;1,353;0,655
2008 maandag 4 augustus;1,55;1,353;0,657
2008 dinsdag 5 augustus;1,559;1,35;0,657
2008 woensdag 6 augustus;1,554;1,332;0,649
2008 donderdag 7 augustus;1,551;1,323;0,649
2008 vrijdag 8 augustus;1,551;1,318;0,648
2008 zaterdag 9 augustus;1,551;1,314;0,648
2008 zondag 10 augustus;1,55;1,314;0,645
2008 maandag 11 augustus;1,55;1,313;0,646
2008 dinsdag 12 augustus;1,549;1,312;0,643
2008 woensdag 13 augustus;1,547;1,307;0,636
2008 donderdag 14 augustus;1,546;1,304;0,638
2008 vrijdag 15 augustus;1,552;1,304;0,635
2008 zaterdag 16 augustus;1,552;1,304;0,631
2008 zondag 17 augustus;1,551;1,304;0,636
2008 maandag 18 augustus;1,552;1,304;0,631
2008 dinsdag 19 augustus;1,55;1,304;0,635
2008 woensdag 20 augustus;1,547;1,302;0,626
2008 donderdag 21 augustus;1,549;1,308;0,628
2008 vrijdag 22 augustus;1,552;1,312;0,627
2008 zaterdag 23 augustus;1,572;1,326;0,626
2008 zondag 24 augustus;1,571;1,327;0,627
2008 maandag 25 augustus;1,572;1,328;0,625
2008 dinsdag 26 augustus;1,57;1,323;0,623
2008 woensdag 27 augustus;1,571;1,321;0,626
2008 donderdag 28 augustus;1,571;1,322;0,627
2008 vrijdag 29 augustus;1,583;1,333;0,627
2008 zaterdag 30 augustus;1,58;1,331;0,631
2008 zondag 31 augustus;1,58;1,33;0,631
2008 maandag 1 september;1,581;1,33;0,631
2008 dinsdag 2 september;1,581;1,324;0,635
2008 woensdag 3 september;1,563;1,308;0,642
2008 donderdag 4 september;1,554;1,304;0,644
2008 vrijdag 5 september;1,553;1,303;0,644
2008 zaterdag 6 september;1,553;1,299;0,646
2008 zondag 7 september;1,552;1,299;0,645
2008 maandag 8 september;1,553;1,299;0,648
2008 dinsdag 9 september;1,561;1,3;0,648
2008 woensdag 10 september;1,561;1,299;0,659
2008 donderdag 11 september;1,562;1,296;0,656
2008 vrijdag 12 september;1,571;1,295;0,654
2008 zaterdag 13 september;1,582;1,302;0,654
2008 zondag 14 september;1,581;1,302;0,657
2008 maandag 15 september;1,582;1,302;0,655
2008 dinsdag 16 september;1,563;1,287;0,654
2008 woensdag 17 september;1,541;1,272;0,662
2008 donderdag 18 september;1,524;1,269;0,665
2008 vrijdag 19 september;1,511;1,267;0,663
2008 zaterdag 20 september;1,51;1,269;0,659
2008 zondag 21 september;1,51;1,268;0,664
2008 maandag 22 september;1,51;1,27;0,665
2008 dinsdag 23 september;1,521;1,278;0,66
2008 woensdag 24 september;1,53;1,286;0,651
2008 donderdag 25 september;1,531;1,289;0,649
2008 vrijdag 26 september;1,53;1,288;0,647
2008 zaterdag 27 september;1,522;1,288;0,643
2008 zondag 28 september;1,521;1,288;0,645
2008 maandag 29 september;1,521;1,289;0,642
2008 dinsdag 30 september;1,519;1,286;0,644
2008 woensdag 1 oktober;1,505;1,283;0,636
2008 donderdag 2 oktober;1,509;1,287;0,63
2008 vrijdag 3 oktober;1,507;1,287;0,632
2008 zaterdag 4 oktober;1,496;1,281;0,626
2008 zondag 5 oktober;1,494;1,28;0,627
2008 maandag 6 oktober;1,494;1,28;0,629
2008 dinsdag 7 oktober;1,481;1,261;0,627
2008 woensdag 8 oktober;1,474;1,245;0,627
2008 donderdag 9 oktober;1,457;1,229;0,625
2008 vrijdag 10 oktober;1,453;1,222;0,627
2008 zaterdag 11 oktober;1,434;1,199;0,626
2008 zondag 12 oktober;1,434;1,199;0,624
2008 maandag 13 oktober;1,432;1,197;0,626
2008 dinsdag 14 oktober;1,415;1,189;0,624
2008 woensdag 15 oktober;1,413;1,193;0,621
2008 donderdag 16 oktober;1,397;1,178;0,612
2008 vrijdag 17 oktober;1,373;1,163;0,608
2008 zaterdag 18 oktober;1,358;1,152;0,611
2008 zondag 19 oktober;1,356;1,152;0,613
2008 maandag 20 oktober;1,355;1,151;0,605
2008 dinsdag 21 oktober;1,356;1,155;0,608
2008 woensdag 22 oktober;1,359;1,163;0,584
2008 donderdag 23 oktober;1,358;1,164;0,585
2008 vrijdag 24 oktober;1,356;1,16;0,578
2008 zaterdag 25 oktober;1,337;1,145;0,573
2008 zondag 26 oktober;1,337;1,144;0,576
2008 maandag 27 oktober;1,337;1,143;0,572
2008 dinsdag 28 oktober;1,331;1,14;0,564
2008 woensdag 29 oktober;1,33;1,141;0,551
2008 donderdag 30 oktober;1,329;1,144;0,547
2008 vrijdag 31 oktober;1,328;1,144;0,54
2008 zaterdag 1 november;1,316;1,138;0,538
2008 zondag 2 november;1,315;1,138;0,538
2008 maandag 3 november;1,315;1,138;0,538
2008 dinsdag 4 november;1,31;1,147;0,539
2008 woensdag 5 november;1,298;1,146;0,533
2008 donderdag 6 november;1,301;1,151;0,533
2008 vrijdag 7 november;1,297;1,143;0,528
2008 zaterdag 8 november;1,291;1,141;0,53
2008 zondag 9 november;1,29;1,14;0,528
2008 maandag 10 november;1,29;1,14;0,529
2008 dinsdag 11 november;1,293;1,143;0,532
2008 woensdag 12 november;1,291;1,136;0,514
2008 donderdag 13 november;1,286;1,125;0,515
2008 vrijdag 14 november;1,28;1,107;0,512
2008 zaterdag 15 november;1,28;1,102;0,516
2008 zondag 16 november;1,279;1,102;0,509
2008 maandag 17 november;1,279;1,102;0,514
2008 dinsdag 18 november;1,273;1,096;0,506
2008 woensdag 19 november;1,256;1,083;0,503
2008 donderdag 20 november;1,249;1,078;0,492
2008 vrijdag 21 november;1,235;1,069;0,486
2008 zaterdag 22 november;1,223;1,058;0,487
2008 zondag 23 november;1,222;1,058;0,487
2008 maandag 24 november;1,221;1,057;0,49
2008 dinsdag 25 november;1,22;1,057;0,483
2008 woensdag 26 november;1,222;1,057;0,481
2008 donderdag 27 november;1,225;1,057;0,476
2008 vrijdag 28 november;1,234;1,056;0,475
2008 zaterdag 29 november;1,24;1,058;0,473
2008 zondag 30 november;1,239;1,057;0,473
2008 maandag 1 december;1,241;1,058;0,474
2008 dinsdag 2 december;1,245;1,057;0,472
2008 woensdag 3 december;1,236;1,044;0,465
2008 donderdag 4 december;1,226;1,031;0,465
2008 vrijdag 5 december;1,215;1,026;0,459
